motif,oxidation,barrier,renewal,copper_yield,tof,size,states,residual,oxygen_balance_error,sulfur_balance_error,oxygen_coverage,sulfate_coverage,bare_coverage
single,0.16,1.45,10.0,0.0,0.0,1,3,6.572845479352398e-14,-1.474514954580286e-16,0.0,0.0,0.0,0.984251968503937
pair,0.16,1.45,10.0,0.0,0.0,2,10,8.089004517483705e-14,1.3683498778505054e-14,0.0,0.0004870404702353702,0.0,0.9842519685039376
path3,0.16,1.45,10.0,5.336938854818471e-05,0.0005336938854818471,3,94,1.9392264072347797e-13,5.048457311918053e-13,-8.479371718661532e-14,0.0006408849053777466,4.987137498263666e-07,0.9842519685039484
triangle,0.16,1.45,10.0,9.460370590502854e-05,0.0009460370590502854,3,127,1.9876467434712537e-11,-2.6587326090732333e-13,1.9828441839842004e-11,0.000950715454210233,8.840305468292025e-07,0.9842519685039273
path4,0.16,1.45,10.0,7.918470154213392e-05,0.0007918470154213393,4,679,2.7326031920671755e-11,-1.5601257265240864e-12,-2.3883102526905953e-11,0.000717831883566141,7.399466580215007e-07,0.9842519685039145
star4,0.16,1.45,10.0,0.00012194941695389889,0.001219494169538989,4,740,1.9353170424955465e-11,-1.671303720418571e-12,-1.931280309286354e-11,0.0007116973220077832,1.1395643504573355e-06,0.9842519685039143
square,0.16,1.45,10.0,0.0001571264411294461,0.001571264411294461,4,842,1.7594963416301515e-10,-7.832120368922446e-13,-1.7563750974447512e-10,0.0009486880739907463,1.4682783618187905e-06,0.9842519685039122
single,0.16,1.45,31.622776601683793,0.0,0.0,1,3,2.8716238509139056e-14,-1.2880321809127793e-16,-2.842170943040401e-14,0.0,0.0,0.9949658268688985
pair,0.16,1.45,31.622776601683793,0.0,0.0,2,10,4.6766608681211006e-14,-4.7128967395337895e-14,-1.4210854715202004e-13,5.002730129581826e-05,0.0,0.9949658268688977
path3,0.16,1.45,31.622776601683793,1.7081953689436505e-06,5.4017880544135885e-05,3,94,6.32678596281142e-14,-9.564416858336144e-14,-1.5759461335744518e-13,6.6410365809076e-05,1.5962344118560163e-08,0.9949658268688973
triangle,0.16,1.45,31.622776601683793,2.975152649271818e-06,9.408258758383039e-05,3,127,3.22483478140941e-11,-1.7808459784954267e-13,-3.217021576429682e-11,9.926187225879905e-05,2.7801509724399648e-08,0.9949658268688976
path4,0.16,1.45,31.622776601683793,2.5527400348143793e-06,8.072472784310963e-05,4,679,1.4553232853436745e-10,-8.187346200311252e-13,-1.4366269350356287e-10,7.460223420593134e-05,2.3854249489886537e-08,0.9949658268688953
star4,0.16,1.45,31.622776601683793,3.860972958697998e-06,0.0001220946853380489,4,740,1.34426516151931e-10,-4.642774879826117e-13,-1.3544663611184116e-10,7.438534373230941e-05,3.607911785039791e-08,0.9949658268688957
square,0.16,1.45,31.622776601683793,5.092094957783322e-06,0.00016102618128454246,4,842,1.9181369680099323e-10,-2.5221469877878544e-14,-1.9362641210437376e-10,9.917795339567217e-05,4.7583418474486355e-08,0.9949658268688921
single,0.16,1.45,100.0,0.0,0.0,1,3,9.540168660319986e-15,3.3944201616176173e-15,7.105427357601002e-15,0.0,0.0,0.9984025559105432
pair,0.16,1.45,100.0,0.0,0.0,2,10,2.2505428270982392e-14,1.529332216421153e-14,-7.105427357601002e-15,4.969226482243617e-06,0.0,0.9984025559105433
path3,0.16,1.45,100.0,5.12042442295409e-08,5.1204244229540894e-06,3,94,2.2039272127017093e-14,-7.035138530758767e-14,-1.0515687712958632e-13,6.615560792594071e-06,4.78481495739772e-10,0.998402555910543
triangle,0.16,1.45,100.0,8.822260248330044e-08,8.822260248330044e-06,3,127,3.930251577302369e-11,2.5133580045205543e-13,3.860448978648917e-11,9.912335157076977e-06,8.244021167646953e-10,0.9984025559105426
path4,0.16,1.45,100.0,7.670942802736466e-08,7.670942802736466e-06,4,679,3.331767887871289e-11,-1.2522621489568196e-12,-3.410359491416151e-11,7.4387334853202156e-06,7.168175738567214e-10,0.9984025559105433
star4,0.16,1.45,100.0,1.1532584670232086e-07,1.1532584670232085e-05,4,740,4.670641159513955e-11,-6.442705391537448e-14,-4.6879034799830657e-11,7.431203068544226e-06,1.0776702882806314e-09,0.9984025559105434
square,0.16,1.45,100.0,1.5328698059051097e-07,1.5328698059051097e-05,4,842,1.089093944619593e-10,-4.143634206913403e-12,1.0633465897353592e-10,9.908251320454354e-06,1.4324036724348208e-09,0.9984025559105402
single,0.16,1.45,316.22776601683796,0.0,0.0,1,3,2.432367958426132e-14,-2.4979150692328034e-14,-2.4868995751603507e-14,0.0,0.0,0.9994942914449116
pair,0.16,1.45,316.22776601683796,0.0,0.0,2,10,7.269861955724891e-15,1.3933298959045715e-14,1.4210854715202004e-14,4.7326561515926456e-07,0.0,0.9994942914449116
path3,0.16,1.45,316.22776601683796,1.3574884387226552e-09,4.292755363709505e-07,3,94,2.3864793568709132e-14,-9.002097900323732e-14,-8.102817250377355e-14,6.306567482311907e-07,1.2685165004086608e-11,0.9994942914449113
triangle,0.16,1.45,316.22776601683796,2.305735143000251e-09,7.291374732974838e-07,3,127,6.795161033667428e-11,-4.527463568436939e-12,6.694042359539718e-11,9.456696186914888e-07,2.154692581744742e-11,0.9994942914449103
path4,0.16,1.45,316.22776601683796,2.035323219051522e-09,6.43625714682862e-07,4,679,4.3816177884073385e-11,-7.418953723962193e-12,4.088095895655395e-11,7.093524266634323e-07,1.9020581835148894e-11,0.9994942914449122
star4,0.16,1.45,316.22776601683796,3.0544073605889594e-09,9.658884161444331e-07,4,740,1.211194666598086e-11,-4.634041637255977e-12,1.0212394942862217e-11,7.090796234299912e-07,2.8543076209294073e-11,0.999494291444912
square,0.16,1.45,316.22776601683796,4.069477356713059e-09,1.2868817333694777e-06,4,842,2.4368869312859226e-10,-1.2982890476290123e-11,2.392854546259899e-10,9.454394167969262e-07,3.80302602729763e-11,0.9994942914449115
single,0.16,1.45,1000.0,0.0,0.0,1,3,3.1928331620438256e-14,3.1832609465043404e-14,3.197442310920451e-14,0.0,0.0,0.9998400255959047
pair,0.16,1.45,1000.0,0.0,0.0,2,10,5.11827380381109e-14,-1.012800954214299e-13,-1.021405182655144e-13,4.082715327755133e-08,0.0,0.9998400255959045
path3,0.16,1.45,1000.0,2.8105487254445696e-11,2.8105487254445695e-08,3,94,2.0188280408136757e-14,-7.883217713257181e-14,-6.256740982181326e-14,5.442344995994931e-08,2.626403004833089e-13,0.9998400255959047
triangle,0.16,1.45,1000.0,4.6971440135055334e-11,4.697144013505533e-08,3,127,7.463183531936086e-12,2.1758999330682906e-12,-3.4774112194742377e-12,8.162736474814674e-08,4.387403149311572e-13,0.9998400255959048
path4,0.16,1.45,1000.0,4.2151247038346627e-11,4.2151247038346625e-08,4,679,4.883220370574483e-11,-6.222316084232446e-12,3.7670537677096785e-11,6.122160018356767e-08,3.9471959289555093e-13,0.9998400255959046
star4,0.16,1.45,1000.0,6.322942220151735e-11,6.322942220151736e-08,4,740,8.504902890186289e-11,-8.198622319115916e-12,8.380079487986317e-11,6.121203859703972e-08,5.908811894091372e-13,0.9998400255959046
square,0.16,1.45,1000.0,8.429405364351473e-11,8.429405364351473e-08,4,842,9.630419537406832e-11,1.5111675482910605e-11,1.0257450065970898e-10,8.161604967033368e-08,7.866225025027502e-13,0.9998400255959079
single,0.16,1.45,3162.2776601683795,0.0,0.0,1,3,1.4559213877363152e-13,1.4550296731363765e-13,1.4566126083082054e-13,0.0,0.0,0.9999494061173079
pair,0.16,1.45,3162.2776601683795,0.0,0.0,2,10,1.6441745610781843e-13,-3.28126414927965e-13,-3.2862601528904634e-13,2.841888795654288e-09,0.0,0.9999494061173078
path3,0.16,1.45,3162.2776601683795,4.0297007823680004e-13,1.2743032761245368e-09,3,94,1.977847512265898e-14,-7.766643648154556e-14,-5.912571197030544e-14,3.788855492421191e-09,3.767665189448498e-15,0.9999494061173075
triangle,0.16,1.45,3162.2776601683795,6.795548807623016e-13,2.148941218293013e-09,3,127,5.387081961421958e-11,-9.806513342822924e-12,-5.4918871636231684e-11,5.6831225544790495e-09,6.513577971934677e-15,0.9999494061173073
path4,0.16,1.45,3162.2776601683795,6.044191137164794e-13,1.9113410606843943e-09,4,679,3.123928989035742e-11,-1.6241018984488903e-12,-3.1958052037564804e-13,4.2623385881249215e-09,6.014050262523425e-15,0.9999494061173078
star4,0.16,1.45,3162.2776601683795,9.066156785647344e-13,2.866970506683656e-09,4,740,5.488270493819093e-12,-9.152950026982863e-12,2.7126912550444096e-12,4.262091887003791e-09,8.633437495672047e-15,0.9999494061173078
square,0.16,1.45,3162.2776601683795,1.208787301094237e-12,3.822521078145534e-09,4,842,3.422212913614195e-11,2.80083705987135e-11,2.4381478084096103e-11,5.682788668242577e-09,1.0671612521172984e-14,0.9999494061173093
single,0.16,1.45,10000.0,0.0,0.0,1,3,1.4558117538633767e-13,1.4549039056843682e-13,1.4555023852835802e-13,0.0,0.0,0.9999840002559959
pair,0.16,1.45,10000.0,0.0,0.0,2,10,2.911234311915395e-13,5.822287096890477e-13,5.823119764158946e-13,1.448837087304078e-10,0.0,0.999984000255996
path3,0.16,1.45,10000.0,3.665038898584547e-15,3.665038898584547e-11,3,94,4.3638522231371803e-13,1.7457070147414997e-12,1.3099444775761257e-12,1.9317357688049534e-10,1.9702022557289514e-17,0.9999840002559963
triangle,0.16,1.45,10000.0,6.698405052011858e-15,6.698405052011858e-11,3,127,7.563139933729548e-11,2.369097165884638e-12,8.202893145036917e-11,2.897577094448424e-10,2.0854759817499657e-17,0.999984000255997
path4,0.16,1.45,10000.0,5.497456992928007e-15,5.497456992928007e-11,4,679,4.2083631273151615e-11,-7.699825457084497e-11,1.3747438374949454e-11,2.1731929809502028e-10,1.176989025173008e-16,0.999984000255996
star4,0.16,1.45,10000.0,8.246109571452594e-15,8.246109571452594e-11,4,740,1.8389740928476387e-11,-9.690682472696272e-11,-1.8277579156347468e-11,2.173154394749169e-10,6.673393800895795e-16,0.999984000255996
square,0.16,1.45,10000.0,1.0950429423078642e-14,1.0950429423078642e-10,4,842,3.8016668837703304e-11,-1.1862077870471567e-10,-1.4620641907717966e-11,2.897537406700532e-10,9.586298544546072e-16,0.9999840002559963
single,39120.0,0.95,0.01,0.0,0.0,1,3,9.897936607319336e-12,-7.220652596890212e-12,-7.275957614183426e-12,0.0,0.0,2.5562365635334316e-07
pair,39120.0,0.95,0.01,0.0,0.0,2,10,4.8756956902644e-12,4.715608979688479e-12,9.015455049166121e-12,0.9999222425954724,0.0,2.55623656605941e-07
path3,39120.0,0.95,0.01,0.028367587111189464,0.00028367587111189464,3,94,7.045533754824847e-12,4.891158008127339e-12,6.89302196051067e-12,0.02740531827423196,0.639415240995609,2.5562365656416337e-07
triangle,39120.0,0.95,0.01,0.02837004857147711,0.0002837004857147711,3,127,1.3574229411278839e-11,1.5244388867560743e-12,1.4054176550835906e-11,0.054358072897880375,0.6394707231559805,2.556236565379201e-07
path4,39120.0,0.95,0.01,0.021826083590914872,0.00021826083590914872,4,679,9.666713481422579e-11,-2.4014080654555237e-13,-8.890844961292887e-11,0.1818770045322034,0.49196748547838265,2.5562365653792006e-07
star4,39120.0,0.95,0.01,0.02225832855754139,0.0002225832855754139,4,740,1.452997024756838e-10,4.746491828050425e-13,-1.4784292431783974e-10,0.009008305356421291,0.5017104367575819,2.556236565379201e-07
square,39120.0,0.95,0.01,0.022980815467904134,0.00022980815467904135,4,842,1.6371200762673632e-10,1.2713601872660352e-12,-1.653745868544776e-10,0.4616303642935388,0.5179955420349938,2.556236565379201e-07
single,39120.0,0.95,0.03162277660168379,0.0,0.0,1,3,5.1063402894869856e-12,-3.989425001287017e-12,0.0,0.0,0.0,8.083525315782936e-07
pair,39120.0,0.95,0.03162277660168379,0.0,0.0,2,10,5.074596730463234e-12,7.797606310644412e-12,2.831068712794149e-12,0.9999159353764526,0.0,8.083525317895269e-07
path3,39120.0,0.95,0.03162277660168379,0.0283599431863701,0.000896820147819026,3,94,9.260919415191986e-12,-6.970017184942945e-11,-4.5158622501151324e-11,0.02789197579930497,0.6392429445367115,8.083525312674971e-07
triangle,39120.0,0.95,0.03162277660168379,0.028367299693340522,0.0008970527809955205,3,127,2.785586284590604e-11,-1.5487815023529361e-12,-3.3014764099642546e-11,0.05442004586774424,0.6394087625582353,8.083525316802727e-07
path4,39120.0,0.95,0.03162277660168379,0.021720000456038936,0.0006868467222097893,4,679,1.3613330431732277e-11,-3.8255293030586834e-13,-8.381432266973965e-12,0.1866312427680055,0.48957633486591234,8.083525316802723e-07
star4,39120.0,0.95,0.03162277660168379,0.022132399399014065,0.0006998879218542624,4,740,1.915786535292722e-10,3.349421434650779e-13,-1.93608655149613e-10,0.0171886469576168,0.49887194990876754,8.083525316802723e-07
square,39120.0,0.95,0.03162277660168379,0.022914000550859445,0.0007246043204706875,4,842,7.469972767981446e-11,-1.4249400270838208e-12,7.56311992200498e-11,0.46320879431745593,0.5164895106514377,8.083525316802723e-07
single,39120.0,0.95,0.1,0.0,0.0,1,3,3.4253126062291134e-12,3.425318188809978e-12,0.0,0.0,0.0,2.5562306845694494e-06
pair,39120.0,0.95,0.1,0.0,0.0,2,10,5.877683334734666e-12,3.0864547029274547e-12,9.523049016024743e-12,0.9998959906605176,0.0,2.5562306845148348e-06
path3,39120.0,0.95,0.1,0.028339706948583142,0.0028339706948583144,3,94,2.4460345520167967e-11,-5.898736360476775e-13,-6.656992665443617e-12,0.029175069971777455,0.6387868125288796,2.556230684528484e-06
triangle,39120.0,0.95,0.1,0.02835947675483411,0.002835947675483411,3,127,1.1371154984070363e-10,2.5401746678310744e-12,1.1561952610594783e-10,0.054595686448010966,0.6392324307927552,2.55623068448189e-06
path4,39120.0,0.95,0.1,0.021422680399500797,0.00214226803995008,4,679,2.6482735444427125e-11,2.1051563270368945e-13,-3.594371328352608e-12,0.1999535064076422,0.48287463779089096,2.556230684481889e-06
star4,39120.0,0.95,0.1,0.02180052642480686,0.0021800526424806863,4,740,1.108598704245315e-10,-7.368185922507209e-13,7.431914285371821e-11,0.038744084659183546,0.49139141810227654,2.556230684481889e-06
square,39120.0,0.95,0.1,0.022720012559224595,0.0022720012559224595,4,842,1.9883658402063294e-10,8.983369603754454e-13,1.7397844276345609e-10,0.4677845462892282,0.5121169541129035,2.556230684481889e-06
single,39120.0,0.95,0.31622776601683794,0.0,0.0,1,3,9.847452466842757e-12,-9.847448377564572e-12,-7.275957614183426e-12,0.0,0.0,8.083466507935455e-06
pair,39120.0,0.95,0.31622776601683794,0.0,0.0,2,10,4.8584257850627765e-12,3.928773972816657e-12,-2.155609024612204e-12,0.9998329245492092,0.0,8.08346650824507e-06
path3,39120.0,0.95,0.31622776601683794,0.028299129728830787,0.008948970574368845,3,94,1.329998504625854e-11,-3.5140085286045064e-12,-1.301889152038882e-12,0.031710470070795686,0.6378721879293184,8.083466508197846e-06
triangle,39120.0,0.95,0.31622776601683794,0.028340949901490765,0.008962195274143547,3,127,6.059913612741233e-11,-4.90446572243286e-12,-5.726163987418431e-11,0.05500588545932694,0.6388148291079088,8.08346650818718e-06
path4,39120.0,0.95,0.31622776601683794,0.02074790705111164,0.006561064296298033,4,679,4.322674588324864e-11,-3.715916463420399e-13,2.6864122038006144e-11,0.2301709280631843,0.46766501275173966,8.083466508187178e-06
star4,39120.0,0.95,0.31622776601683794,0.021145794260232935,0.006686887279565136,4,740,9.392460398251063e-11,2.448666269749822e-13,-9.280225893304461e-11,0.08124815594898586,0.4766335282879513,8.08346650818718e-06
square,39120.0,0.95,0.31622776601683794,0.022239055074639105,0.007032606704578547,4,842,8.094494344148523e-11,1.4131404380002266e-12,-3.656381447614265e-11,0.47908982669101513,0.5012760057895248,8.08346650818718e-06
single,39120.0,0.95,1.0,0.0,0.0,1,3,5.327290691914399e-12,5.327290691914399e-12,0.0,0.0,0.0,2.5561718770106268e-05
pair,39120.0,0.95,1.0,0.0,0.0,2,10,7.29690832684177e-12,4.153566379727636e-12,7.887024366937112e-13,0.9996335381662654,0.0,2.5561718770032467e-05
path3,39120.0,0.95,1.0,0.02824747377738884,0.02824747377738884,3,94,2.3947959500418185e-11,-2.9753907671015156e-11,1.0359116342506525e-11,0.03474489305118436,0.6367078448845489,2.5561718769778652e-05
triangle,39120.0,0.95,1.0,0.02831020449115107,0.02831020449115107,3,127,3.098515946348187e-11,-9.173772852477668e-13,-2.929556597308647e-11,0.05565211017520326,0.6381218169024157,2.5561718769970092e-05
path4,39120.0,0.95,1.0,0.019748259191841852,0.019748259191841852,4,679,2.1189367748201763e-11,-2.0078383400345956e-13,2.2457646853268898e-11,0.2748417062333911,0.4451326036902506,2.5561718769970095e-05
star4,39120.0,0.95,1.0,0.02036781310788098,0.02036781310788098,4,740,1.1580026497881259e-10,-1.1562972801471005e-13,9.646622389780646e-11,0.13164106642115253,0.4590975635935366,2.5561718769970092e-05
square,39120.0,0.95,1.0,0.021400641354712868,0.021400641354712868,4,842,6.681998922812594e-11,1.84519066692701e-12,6.469624835858667e-11,0.49866213821765043,0.4823778700859452,2.5561718769970092e-05
single,39120.0,0.95,3.1622776601683795,0.0,0.0,1,3,8.44870079876037e-12,-2.393155118518564e-12,7.275957614183426e-12,0.0,0.0,8.082878469084509e-05
pair,39120.0,0.95,3.1622776601683795,0.0,0.0,2,10,5.479218498624876e-12,-3.022027073029676e-13,-7.339906460401835e-12,0.9990034844227775,0.0,8.082878469092066e-05
path3,39120.0,0.95,3.1622776601683795,0.028199001328663653,0.08917307194069152,3,94,1.638670051395132e-11,-2.3147317396166045e-11,1.2834566742725428e-11,0.03687355075424297,0.6356152590952564,8.082878469074816e-05
triangle,39120.0,0.95,3.1622776601683795,0.028273753053135127,0.08940945764904673,3,127,3.9214994704358916e-11,1.3462564396604648e-12,1.926481196790064e-11,0.0562748280724786,0.637300188860819,8.082878469090624e-05
path4,39120.0,0.95,3.1622776601683795,0.01891540672188321,0.05981576810961007,4,679,6.615145444226753e-11,-3.855249453010856e-14,8.767395143216561e-11,0.3116615178019309,0.42635982048739046,8.082878469090627e-05
star4,39120.0,0.95,3.1622776601683795,0.01984455697990975,0.06275399921350709,4,740,1.2479900378603533e-11,7.008282842946301e-13,-7.992662087730196e-12,0.16508627390595337,0.4473031891942844,8.082878469090627e-05
square,39120.0,0.95,3.1622776601683795,0.020555131620615844,0.06500103352569414,4,842,1.91894561684796e-10,-1.9828583219805296e-13,-1.9158830077969924e-10,0.5179991865184297,0.4633197877644074,8.082878469090624e-05
single,39120.0,0.95,10.0,0.0,0.0,1,3,9.945282693239977e-12,6.55586696041155e-14,-7.275957614183426e-12,0.0,0.0,0.0002555583950932805
pair,39120.0,0.95,10.0,0.0,0.0,2,10,1.951901854434514e-12,3.241851231905457e-13,-1.9753088054130785e-12,0.9970156818447976,0.0,0.00025555839509327344
path3,39120.0,0.95,10.0,0.028128996612094864,0.28128996612094864,3,94,1.7715339062548334e-11,1.839350893817482e-11,3.546718474467525e-12,0.038196961747958606,0.6340373285307478,0.00025555839509334375
triangle,39120.0,0.95,10.0,0.028219068724025815,0.28219068724025814,3,127,4.676946447272531e-11,4.497735517361434e-12,3.9751313352098805e-11,0.0568284999145423,0.6360675851381645,0.00025555839509327875
path4,39120.0,0.95,10.0,0.018475599772693772,0.18475599772693774,4,679,1.245363725469213e-10,6.039613253960852e-14,-1.361941670552369e-10,0.32969722924754247,0.41644641948775046,0.00025555839509327875
star4,39120.0,0.95,10.0,0.019592714693689162,0.19592714693689162,4,740,1.4176344242579258e-10,2.708944180085382e-14,1.1427170321098856e-10,0.1796588472046163,0.4416265768157076,0.0002555583950932788
square,39120.0,0.95,10.0,0.0200481311594882,0.200481311594882,4,842,1.219775829250539e-10,-4.50195436485501e-13,1.2193368537083416e-10,0.5282432125438281,0.45189182172744013,0.00025555839509327875
single,39120.0,0.95,31.622776601683793,0.0,0.0,1,3,1.1658634071209596e-11,3.5408342924370118e-12,-7.275957614183426e-12,0.0,0.0,0.0008077002780223497
pair,39120.0,0.95,31.622776601683793,0.0,0.0,2,10,4.4341802457976896e-12,2.9594104944408173e-12,4.092726157978177e-12,0.9907753662993889,0.0,0.0008077002780222965
path3,39120.0,0.95,31.622776601683793,0.027945974814700698,0.8837293184815618,3,94,1.8617578097772842e-11,-9.36672961415752e-12,-1.3743672866439738e-11,0.03994342193650067,0.6299119538126164,0.0008077002780222054
triangle,39120.0,0.95,31.622776601683793,0.028079518393150253,0.8879523372294615,3,127,4.1246964893426275e-11,-2.0596857552845904e-12,-4.0023984126946743e-11,0.05780865782922887,0.6329220723351594,0.000807700278022259
path4,39120.0,0.95,31.622776601683793,0.018233386382291623,0.5765903042593914,4,679,1.1200000511288371e-10,-1.0302869668521453e-12,1.2138556826357672e-10,0.3352461217830874,0.41098684575666833,0.000807700278022259
star4,39120.0,0.95,31.622776601683793,0.019426662469545407,0.6143250073907491,4,740,1.3085812618727092e-10,-6.208367153703875e-13,1.575033437006823e-10,0.18478687956420384,0.4378837021570573,0.000807700278022259
square,39120.0,0.95,31.622776601683793,0.019776717532491474,0.625394720444581,4,842,1.2009831879745593e-10,-3.930189507173054e-13,1.2066925236808856e-10,0.5294191929084383,0.44577406454750956,0.0008077002780222588
single,39120.0,0.95,100.0,0.0,0.0,1,3,3.747571697410024e-12,3.743227949826178e-12,7.275957614183426e-12,0.0,0.0,0.0025497195308517018
pair,39120.0,0.95,100.0,0.0,0.0,2,10,5.9301501087612694e-12,9.64917035162216e-12,7.617018127348274e-12,0.9714874902542925,0.0,0.0025497195308517235
path3,39120.0,0.95,100.0,0.02739046878431918,2.739046878431918,3,94,1.4901010943846967e-11,-2.362376960718393e-11,-1.6688872506165353e-11,0.04449091174818865,0.6173906554405694,0.002549719530851453
triangle,39120.0,0.95,100.0,0.02765658606918264,2.765658606918264,3,127,7.756907958684501e-12,3.9399594697897555e-12,-1.9539925233402755e-13,0.06057363257099732,0.623389031233941,0.0025497195308516064
path4,39120.0,0.95,100.0,0.017910532399475383,1.7910532399475383,4,679,8.946649662440515e-11,-1.3233858453531866e-13,-7.415668079602256e-11,0.3332016361639924,0.40370960513577814,0.0025497195308516055
star4,39120.0,0.95,100.0,0.019130972277902215,1.9130972277902214,4,740,3.158821328823715e-11,9.50350909079134e-13,4.0456527017340704e-11,0.1863033608409536,0.43121874279971883,0.0025497195308516055
square,39120.0,0.95,100.0,0.01947066927526133,1.9470669275261332,4,842,4.790552327221893e-11,-2.3145929617385264e-12,-1.3853806990482553e-11,0.5205318197983198,0.43887563080343484,0.0025497195308516055
single,39120.0,0.95,316.22776601683796,0.0,0.0,1,3,6.463783950574465e-12,-3.3377745012330706e-12,7.275957614183426e-12,0.0,0.0,0.008018712334584288
pair,39120.0,0.95,316.22776601683796,0.0,0.0,2,10,6.1245098454089e-12,-9.094947017729282e-12,-7.275957614183426e-12,0.9146304683634077,0.0,0.008018712334584267
path3,39120.0,0.95,316.22776601683796,0.025732058301398478,8.137191311666271,3,94,7.636227877349174e-12,1.4125589586910792e-11,2.9842794901924208e-12,0.057585156017921246,0.5800095086225692,0.008018712334584467
triangle,39120.0,0.95,316.22776601683796,0.026377506845455045,8.341300062832099,3,127,2.5480593620238753e-11,9.947598300641403e-13,-1.9753088054130785e-11,0.06885017258512371,0.5945581424121609,0.008018712334584377
path4,39120.0,0.95,316.22776601683796,0.017073051512691194,5.398972938948733,4,679,3.344795079230226e-11,-1.2292389328649733e-12,5.399414249041001e-11,0.3211508963277037,0.3848324958142078,0.008018712334584375
star4,39120.0,0.95,316.22776601683796,0.01830379068452368,5.788166837806733,4,740,2.8609117704130287e-11,9.237055564881302e-14,4.9318771289108554e-11,0.1861435510801533,0.4125737831195575,0.008018712334584375
square,39120.0,0.95,316.22776601683796,0.018720206144602257,5.919848968482255,4,842,5.875274616446624e-11,3.552713678800501e-15,5.622169396701793e-11,0.49055661415204244,0.42195993185099656,0.008018712334584375
single,39120.0,0.95,1000.0,0.0,0.0,1,3,4.1247838478142285e-12,4.0820680169417756e-12,7.275957614183426e-12,0.0,0.0,0.024925224327019047
pair,39120.0,0.95,1000.0,0.0,0.0,2,10,7.437886461250653e-12,-7.901235221652314e-12,-2.7284841053187847e-12,0.7680862426258105,0.0,0.024925224327018845
path3,39120.0,0.95,1000.0,0.021295398972323947,21.295398972323948,3,94,3.265662507969671e-11,-2.5501378786429996e-11,-7.084111075528199e-12,0.09026112998093658,0.4800056703271159,0.024925224327018707
triangle,39120.0,0.95,1000.0,0.022815696656502894,22.815696656502894,3,127,1.4716408665683827e-11,-2.8421709430404007e-13,3.808509063674137e-12,0.09137770586115664,0.5142737068142228,0.024925224327018942
path4,39120.0,0.95,1000.0,0.014785130034704691,14.785130034704691,4,679,4.2071746015594063e-11,-1.2100542789994506e-11,-3.722533392647165e-11,0.28906599148590095,0.3332619530822328,0.024925224327018942
star4,39120.0,0.95,1000.0,0.016008843990689144,16.008843990689144,4,740,1.2241742399203628e-10,-4.206412995699793e-12,-1.2880718713859096e-10,0.18316157478476627,0.36084488958858146,0.024925224327018936
square,39120.0,0.95,1000.0,0.01664803360559834,16.64803360559834,4,842,2.3521873656469545e-11,-5.8406612879480235e-12,-1.3343992577574681e-11,0.4147664110165584,0.37525244494687104,0.02492522432701894
single,39120.0,0.95,3162.2776601683795,0.0,0.0,1,3,6.136351425406314e-12,1.4992451724538114e-12,-7.275957614183426e-12,0.0,0.0,0.07478967158733207
pair,39120.0,0.95,3162.2776601683795,0.0,0.0,2,10,7.89149282306986e-12,-5.9117155615240335e-12,-1.0913936421275139e-11,0.4936693484269777,0.0,0.07478967158733196
path3,39120.0,0.95,3162.2776601683795,0.012525309031596253,39.608504937322074,3,94,4.031995187093917e-11,6.940581442904659e-11,5.985612006043084e-11,0.13825493628715343,0.28232480478901834,0.0747896715873325
triangle,39120.0,0.95,3162.2776601683795,0.015008126389010818,47.45986280095244,3,127,4.761635140347016e-11,8.810729923425242e-12,-3.8255620893323794e-11,0.13289472641958272,0.338288368162236,0.07478967158733205
path4,39120.0,0.95,3162.2776601683795,0.009785607160716121,30.944806915516317,4,679,8.223003326763556e-11,-5.420019988378044e-11,2.5494273359072395e-11,0.22826378724134896,0.22057097548827065,0.07478967158733202
star4,39120.0,0.95,3162.2776601683795,0.010890020044463577,34.43726710539303,4,740,2.3294571955722693e-11,-5.127276381244883e-11,-4.439471013029106e-11,0.16829386328675466,0.24546482449622178,0.07478967158733205
square,39120.0,0.95,3162.2776601683795,0.011860758586512213,37.507011910777855,4,842,7.446261664566458e-11,2.2993162929196842e-11,-9.796963240660261e-11,0.2839143815374536,0.26734560753268655,0.07478967158733205
single,39120.0,0.95,10000.0,0.0,0.0,1,3,1.3056546211962962e-11,4.348521542851813e-12,-7.275957614183426e-12,0.0,0.0,0.2035830618892509
pair,39120.0,0.95,10000.0,0.0,0.0,2,10,1.356543320020737e-11,-9.094947017729282e-13,7.275957614183426e-12,0.19983679667926896,0.0,0.2035830618892508
path3,39120.0,0.95,10000.0,0.0035568124563719193,35.568124563719195,3,94,2.207833225441819e-11,-5.6985527407960035e-12,-1.0246026249660645e-11,0.12638512164200078,0.08017178497418535,0.20358306188925082
triangle,39120.0,0.95,10000.0,0.005230948636580848,52.30948636580848,3,127,2.038172018941349e-11,4.831690603168681e-12,-5.701394911739044e-11,0.13771753040944368,0.11790739445698709,0.20358306188925077
path4,39120.0,0.95,10000.0,0.003475766221189899,34.75766221189899,4,679,3.6264888263670654e-11,2.3931079340400174e-11,7.560174708487466e-12,0.14111467959322246,0.07834497475585632,0.20358306188925085
star4,39120.0,0.95,10000.0,0.004110897371731197,41.10897371731197,4,740,3.231740051678408e-11,3.5981884138891473e-11,-3.086597644141875e-11,0.11835748937613469,0.09266105092129583,0.2035830618892508
